PRODI,STATUS,ASAL_SEKOLAH,SEKOLAH_JURUSAN,ALAMAT_SEKOLAH,KERJA_AYAH,KETERANGAN_AYAH,JENJANG_SEBELUMNYA,JENIS_SELEKSI,ASAL_KOTA,ASAL_PROVINSI,DEPARTEMEN,PENGHASILAN_KATEGORI,TAHUN ANGKATAN,IPK_2023_GENAP,IPK_2023_GANJIL,IPK_2022_GENAP,IPK_2022_GANJIL,IPK_2021_GENAP,IPK_2021_GANJIL,BEASISWA_LAIN,BEASISWA_KIPK,PRESTASI,Prosentase_Kehadiran
STr-Teknologi Game,A,SMKN 3 BOYOLANGU,Lainnya,"JL. KI MANGUNSARKORO BEJI BOYOLANGU TULUNGAGUNG, Tulungagung",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Tulungagung,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,1 juta-2.5 juta,2022,3.83,3.78,3.8,3.75,0.0,0.0,0,1,1,88.92166666666667
STr-Teknologi Game,A,SMAN 9 SURABAYA,Lainnya,"JL. WIJAYA KUSUMA NO.48 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.71,3.7,3.71,3.75,0.0,0.0,1,0,0,85.96999999999998
STr-Teknologi Game,A,SMKN 7 SURABAYA,Lainnya,"JL. PAWIYATAN NO.2 SURABAYA, Surabaya",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,1 juta-2.5 juta,2022,3.58,3.49,3.48,3.5,0.0,0.0,0,1,0,88.10833333333333
STr-Teknologi Game,A,SMAN 1 PURWAKARTA,Lainnya,"JL. KOLONEL KORNEL SINGAWINATA NO. 113 PURWAKARTA 41111 JAWA BARAT
 , Purwakarta",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Purwakarta,Jawa Barat,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.77,3.72,3.71,3.7,0.0,0.0,0,0,0,87.11166666666666
STr-Teknologi Game,A,SMKN 1 GLAGAH,Lainnya,"JLN. KUNTULAN NO.1 BANYUWANGI, Banyuwangi",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Banyuwangi,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.69,3.63,3.58,3.55,0.0,0.0,0,0,0,87.46166666666666
STr-Teknologi Game,A,SMKN 1 KEDIRI,Lainnya,"JALAN VETERAN NO. 9 KEDIRI, Kediri",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Kediri,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.73,3.66,3.64,3.6,0.0,0.0,0,0,0,87.34333333333332
STr-Teknologi Game,A,SMAN 1 TUREN,Lainnya,"JL MAYJEN PANJAITAN 65 TUREN, Malang",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Malang,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.72,3.67,3.64,3.7,0.0,0.0,0,0,0,88.11166666666666
STr-Teknologi Game,A,SMA MUHAMMADIYAH 2 SURABAYA,Lainnya,"JL. PUCANG ANOM 91 SURABAYA 60282, Surabaya",Pensiunan,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,1 juta-2.5 juta,2022,3.23,3.24,3.35,3.3,0.0,0.0,0,0,0,83.505
STr-Teknologi Game,A,SMAN PLUS PROVINSI RIAU,Lainnya,"JL. KUBANG RAYA NO.1447, KUBANG JAYA, KEC. SIAK HULU, KABUPATEN KAMPAR, RIAU 28293, Kampar",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Kampar,Riau,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.59,3.57,3.6,3.55,0.0,0.0,0,0,2,86.795
STr-Teknologi Game,A,MAN 8 JAKARTA,Lainnya,"JL. BALAI RAKYAT NO.19 RT 15 RW 01 KELURAHAN CAKUNG TIMUR KECAMATAN CAKUNG JAKARTA TIMUR 13910
 , Jakarta Timur",Pegawai Swasta,Hidup,MA,Seleksi Jalur Tes Nasional (Negeri),Jakarta Timur,DKI Jakarta,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.83,3.81,3.76,3.7,0.0,0.0,0,0,0,87.46166666666666
STr-Teknologi Game,A,SMKN1,Lainnya,"JL. RAYA KEDUNGSARI MAGERSARI MOJOKERTO, Mojokerto",Tidak Bekerja,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Mojokerto,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.6,3.57,3.55,3.45,0.0,0.0,0,1,0,85.89833333333333
STr-Teknologi Game,A,SMKN 3 JOMBANG,Lainnya,"JL. PATTIMURA NO.06, Jombang",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Jombang,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,0-1 juta,2022,3.64,3.59,3.55,3.35,0.0,0.0,0,1,0,88.605
STr-Teknologi Game,A,SMAK KOLESE SANTO YUSUP,IPA,"JL. SIMPANG BOROBUDUR NO. 1, Malang",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Malang,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,>20 juta,2022,3.21,3.4,3.48,3.45,0.0,0.0,0,0,0,79.96499999999999
STr-Teknologi Game,A,SMK PGRI 1 JOMBANG,Teknik Komputer dan Jaringan,"JL. PATTIMURA V/75 JOMBANG, Jombang",PNS/ASN,Hidup,SMK,Seleksi Jalur Mandiri,Jombang,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.56,3.51,3.45,3.55,0.0,0.0,0,0,0,84.12666666666667
STr-Teknologi Game,A,SMKN 2 MALANG,Teknik Komputer dan Informatika,"JL. VETERAN 17, Malang",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Mandiri,Malang,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.53,3.44,3.5,3.35,0.0,0.0,0,0,0,87.79166666666667
STr-Teknologi Game,A,SMAN 2 LAMONGAN,Lainnya,"JL. VETERAN NO. 01 BANJARMENDALAN, Lamongan",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Lamongan,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,2.09,2.09,2.6,3.05,0.0,0.0,0,0,0,72.556
STr-Teknologi Game,A,SMKN 1 BAGOR,Multimedia,"DS. GANDU, BAGOR, Nganjuk",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Mandiri,Nganjuk,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.54,3.47,3.39,3.3,0.0,0.0,0,1,0,83.37833333333333
STr-Teknologi Game,A,SMAN 5 TUBAN,IPS,"KECAMATAN SEMANDING TUBAN, Tuban",PNS/ASN,Hidup,SMA,Seleksi Jalur Mandiri,Tuban,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,2.69,2.76,3.0,3.25,0.0,0.0,0,0,0,75.33166666666666
STr-Teknologi Game,A,SMAN 2 KOTABARU,IPA,"JL. RAYA STAGEN KM. 11, STAGEN, PULAU LAUT UTARA, Kota Baru",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Kota Baru,Kota Baru,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,2.6,2.68,3.04,3.55,0.0,0.0,0,0,0,82.68333333333334
STr-Teknologi Game,A,SMAN 1 TARIK,IPA,"JALAN DESA JANTI, Sidoarjo",Lainnya,Almarhum,SMA,Seleksi Jalur Mandiri,Sidoarjo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,0-1 juta,2022,3.69,3.66,3.63,3.5,0.0,0.0,0,1,0,87.65666666666668
STr-Teknologi Game,A,MAN INSAN CENDEKIA,Lainnya,"KOTA PALU, Palu",Wiraswasta/Wirausaha,Hidup,MA,Seleksi Jalur Mandiri,Palu,Sulawesi Tengah,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.18,3.19,3.16,3.35,0.0,0.0,0,0,0,74.71333333333332
STr-Teknologi Game,A,SMAN 1 WARU,Lainnya,"JL. BRANTAS BARITO WISMA TROPODO, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.71,3.7,3.71,3.65,0.0,0.0,0,1,0,88.76333333333334
STr-Teknologi Game,A,SMA MUHAMMADIYAH 2 SIDOARJO,Lainnya,"JL. MOJOPAHIT NO. 666B SIDOARJO, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,10-20 juta,2022,3.54,3.48,3.5,3.5,0.0,0.0,0,0,0,87.50833333333333
STr-Teknologi Game,A,SMKN 12 SURABAYA,Lainnya,"    JL. SIWALANKERTO PERMAI 1 SURABAYA 60236, Surabaya",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.54,3.54,3.49,3.5,0.0,0.0,0,1,0,89.54833333333333
STr-Teknologi Game,A,SMK TELKOM DARUL ULUM PETERONGAN,Lainnya,"JL. REJOSO PETERONGAN JOMBANG, Jombang",Lainnya,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Jombang,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.61,3.54,3.49,3.45,0.0,0.0,0,0,0,88.88
STr-Teknologi Game,A,SMKN 1 BONDOWOSO,Lainnya,"JL. KH. WAHID HASYIM NO.41 BONDOWOSO, Bondowoso",Petani/Pekebun/Nelayan,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Bondowoso,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.71,3.65,3.69,3.6,0.0,0.0,0,0,0,87.70833333333333
STr-Teknologi Game,A,SMAN 19 MEDAN,Lainnya,"JLN. SERUWAI, KEC. MEDAN LABUHAN, KEL. SEI MATI 
, Medan",Tidak Bekerja,Almarhum,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Medan,Sumatera Utara,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.72,3.71,3.68,3.65,0.0,0.0,0,0,0,88.70666666666666
STr-Teknologi Game,A,SMKN 1 BOYOLANGU,Lainnya,"JL. KI MANGUN SARKORO IV/3 BEJI TULUNGAGUNG, Tulungagung",Tidak Bekerja,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Tulungagung,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,1 juta-2.5 juta,2022,3.66,3.64,3.59,3.55,0.0,0.0,0,1,0,87.86666666666667
STr-Teknologi Game,A,SMAN 1 MENGANTI,Lainnya,"JLN. RAYA BOTENG MENGANTI, Gresik",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.49,3.46,3.33,3.15,0.0,0.0,0,1,0,86.78333333333335
STr-Teknologi Game,A,SMA UNGGULAN AMANATUL UMMAH,Lainnya,"    JL. SIWALANKERTO UTARA NO.56 WONOCOLO SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.49,3.49,3.47,3.5,0.0,0.0,0,0,0,89.08
STr-Teknologi Game,A,SMK TELKOM SIDOARJO,Lainnya,"JL. PECANTINGAN, SEKARDANGAN INDAH, SEKARDANGAN, KABUPATEN SIDOARJO, JAWA TIMUR, Sidoarjo",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.49,3.5,3.51,3.55,0.0,0.0,0,1,0,89.185
STr-Teknologi Game,A,SMK NEGERI 2 BUDURAN,Lainnya,"JL. JENGGOLO 2A SIWALANPANJI BUDURAN SIDOARJO, Sidoarjo",Tidak Bekerja,Almarhum,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,0-1 juta,2022,3.75,3.71,3.67,3.75,0.0,0.0,0,0,0,89.17333333333333
STr-Teknologi Game,A,SMAN 12 SURABAYA,Lainnya,"JL .SEMEMI SURABAYA, Surabaya",Pensiunan,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,1 juta-2.5 juta,2022,3.75,3.71,3.67,3.65,0.0,0.0,0,0,0,88.765
STr-Teknologi Game,A,SMA 1 CIBINONG,Lainnya,"JL. MAYOR OKING JAYAATMAJA NO. 73 CIRIUNG CIBINONG KABUPATEN BOGOR JAWA BARAT 16918
 , Bogor",Pensiunan,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Bogor,Jawa Barat,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.68,3.61,3.6,3.7,0.0,0.0,0,0,0,87.68
STr-Teknologi Game,A,SMAN 1 MANYAR,Lainnya,"JL. KAYU RAYA PONGANGAN INDAH GRESIK, Gresik",Pegawai BUMN,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,10-20 juta,2022,3.3,3.31,3.29,3.45,0.0,0.0,0,0,0,88.24000000000001
STr-Teknologi Game,A,MA NAHDLOTUL ULAMA,Lainnya,"DESA PETUNG, Gresik",Wiraswasta/Wirausaha,Hidup,MA,Seleksi Jalur Tes Nasional (Negeri),Gresik,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,0-1 juta,2022,3.48,3.46,3.42,3.5,0.0,0.0,0,1,0,88.47166666666665
STr-Teknologi Game,A,SMAN 1 TUBAN,Lainnya,"JL.WR. SUPRATMAN NO. 2 TUBAN, Tuban",Tidak Bekerja,Almarhum,SMA,Seleksi Jalur Tes Nasional (Negeri),Tuban,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,0-1 juta,2022,3.41,3.37,3.45,3.5,0.0,0.0,0,0,1,84.14
STr-Teknologi Game,A,SMAN 11 SURABAYA,Lainnya,"JL. PERUMNAS TANDES I SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.64,3.62,3.58,3.5,0.0,0.0,0,0,0,87.395
STr-Teknologi Game,A,SMKN 1 BOYOLANGU,Lainnya,"JL. KI MANGUN SARKORO IV/3 BEJI TULUNGAGUNG, Tulungagung",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Tulungagung,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,1 juta-2.5 juta,2022,3.65,3.64,3.53,3.5,0.0,0.0,0,1,0,89.03666666666668
STr-Teknologi Game,A,SMKN 1 PUNGGING,Lainnya,"JL. RAYA TRAWAS, DUSUN LB., LEBAKSONO, KEC. PUNGGING (61384), Mojokerto",Petani/Pekebun/Nelayan,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Mojokerto,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.43,3.46,3.42,3.5,0.0,0.0,0,1,0,87.50666666666666
STr-Teknologi Game,A,SMAN 1 JOMBANG,Lainnya,"JL. BUPATI RAA. SOEROADININGRAT NO. 8 JOMBANG, Jombang",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Jombang,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,1 juta-2.5 juta,2022,3.71,3.67,3.6,3.65,0.0,0.0,0,1,0,87.67
STr-Teknologi Game,A,SMAN 20 SURABAYA,Lainnya,"JL.MEDOKAN SEMAMPIR, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.49,3.49,3.44,3.35,0.0,0.0,0,0,0,88.56333333333333
STr-Teknologi Game,A,MAN 2 PROBOLINGGO,IPA,"JL. SOEKARNO HATTA 255 PROBOLINGGO, Probolinggo",Lainnya,Hidup,MA,Seleksi Jalur Mandiri,Probolinggo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.54,3.51,3.47,3.5,0.0,0.0,0,0,0,89.07833333333333
STr-Teknologi Game,A,SMKN 1 SURABAYA,Rekayasa Perangkat Lunak,"JL. SMEA.NO.4.SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.64,3.59,3.54,3.45,0.0,0.0,1,0,0,88.25
STr-Teknologi Game,A,SMA 17 AGUSTUS 1945 SURABAYA,Lainnya,"JL. SEMOLOWARU NO. 45 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.45,3.41,3.38,3.3,0.0,0.0,0,0,1,83.82333333333334
STr-Teknologi Game,A,NATION STAR ACADEMY,IPA,"JL. DHARMA HUSADA INDAH BARAT VI NO.1, Surabaya",Pegawai Swasta,Hidup,AKADEMI,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.79,3.75,3.72,3.65,0.0,0.0,0,0,0,89.74000000000001
STr-Teknologi Game,A,SMKN 5 SURABAYA,Teknik Mesin,"JL. MAYJEND PRF DR MOESTOPO 167-169 SURABAYA, Surabaya",Tidak Bekerja,Hidup,SMK,Seleksi Jalur Mandiri,Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.52,3.49,3.41,3.35,0.0,0.0,0,0,1,84.23166666666667
STr-Teknologi Game,A,SMAN 1 KREMBUNG,IPA,"JALAN RAYA KECAMATAN NO. 2, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Sidoarjo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.04,3.06,3.17,3.1,0.0,0.0,0,0,0,81.3
STr-Teknologi Game,K,MAN 3 KEDIRI,IPA,"MAN 3 KEDIRI, Kediri",Pegawai Swasta,Hidup,MA,Seleksi Jalur Mandiri,Kediri,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,8.75
STr-Teknologi Game,A,MAN 1 JOMBANG,IPA,"JLN. DR. WAHIDIN SUDIROHUSODO NO. 02 JOMBANG, Jombang",PNS/ASN,Hidup,MA,Seleksi Jalur Mandiri,Jombang,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.34,3.3,3.23,3.1,0.0,0.0,0,0,0,88.57833333333333
STr-Teknologi Game,A,SMA MUHAMMADIYAH 3,IPA,"JL RAYA KENONGO, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Mandiri,Sidoarjo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.53,3.49,3.51,3.5,0.0,0.0,0,0,0,88.41833333333334
STr-Teknologi Game,A,SMA NEGERI 1 TALUN,Lainnya,"JALAN RAYA KAWERON TROMOL POS 04 TALUN, Blitar",Petani/Pekebun/Nelayan,Hidup,SMA,Seleksi Jalur Prestasi Nasional (Negeri),Blitar,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.63,3.58,3.62,3.6,0.0,0.0,0,0,0,88.67
STr-Teknologi Game,A,MA. AL AMIN,Lainnya,"JL. RA. BASUNI SOOKO, Mojokerto",Tidak Bekerja,Hidup,MA,Seleksi Jalur Prestasi Nasional (Negeri),Mojokerto,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.46,3.46,3.51,3.55,0.0,0.0,0,0,0,84.84333333333333
STr-Teknologi Game,A,SMKN 12 SURABAYA,Lainnya,"    JL. SIWALANKERTO PERMAI 1 SURABAYA 60236, Surabaya",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.45,3.46,3.46,3.5,0.0,0.0,0,1,0,87.31666666666666
STr-Teknologi Game,K,SMK NU 1 SUKODADI,Lainnya,"JL. PANGLIMA SUDIRMAN NO. 130 KEC. SUKODADI, Lamongan",Petani/Pekebun/Nelayan,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Lamongan,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,0-1 juta,2022,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
STr-Teknologi Game,A,SMK ST. LOUIS SURABAYA,Lainnya,"JL. TIDAR 117 SURABAYA, Surabaya",Wiraswasta/Wirausaha,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,0-1 juta,2022,3.16,3.13,3.12,3.2,0.0,0.0,0,0,0,83.96166666666666
STr-Teknologi Game,A,SMK NEGERI 4 KENDARI,Lainnya,"JL. KIJANG, KEL. RAHANDOUNA, KEC. POASIA, Kendari",PNS/ASN,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Kendari,Sulawesi Tenggara,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.59,3.56,3.53,3.5,0.0,0.0,0,0,0,88.69
STr-Teknologi Game,A,SMKN 1 BOYOLANGU,Lainnya,"JL. KI MANGUN SARKORO IV/3 BEJI TULUNGAGUNG, Tulungagung",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Tulungagung,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,1 juta-2.5 juta,2022,3.71,3.68,3.65,3.6,0.0,0.0,0,1,0,87.93666666666667
STr-Teknologi Game,A,SMKN 2 SURABAYA,Lainnya,"JL. TENTARA GENI PELAJAR ( PATUA ) NO. 26 SBY., Surabaya",Lainnya,Almarhum,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,0-1 juta,2022,3.44,3.34,3.33,3.2,0.0,0.0,0,1,0,88.71166666666666
STr-Teknologi Game,A,MAS HUSNUL KHOTIMAH,Lainnya,"DESA MANISKIDUL, KEC. JALAKSANA KAB. KUNINGAN JAWA BARAT 45554
 , Kuningan",Wiraswasta/Wirausaha,Hidup,MA,Seleksi Jalur Prestasi Nasional (Negeri),Kuningan,Jawa Barat,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.72,3.67,3.63,3.75,0.0,0.0,0,1,1,83.75666666666666
STr-Teknologi Game,A,SMK NEGERI 2 BUDURAN,Lainnya,"JL. JENGGOLO 2A SIWALANPANJI BUDURAN SIDOARJO, Sidoarjo",Wiraswasta/Wirausaha,Almarhum,SMK,Seleksi Jalur Prestasi Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,0-1 juta,2022,3.46,3.39,3.38,3.35,0.0,0.0,0,0,0,85.44666666666666
STr-Teknologi Game,A,SMAN 13 SURABAYA,Lainnya,"JL. LIDAH KULON SURABAYA, Surabaya",Pensiunan,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,1 juta-2.5 juta,2022,3.65,3.64,3.64,3.75,0.0,0.0,0,0,0,87.94333333333333
STr-Teknologi Game,A,SMA KHADIJAH SURABAYA,Lainnya,"JL. AHMAD YANI 2 - 4 SURABAYA, Surabaya",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Surabaya,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.54,3.45,3.38,3.35,0.0,0.0,0,0,0,89.02666666666666
STr-Teknologi Game,A,MA ISLAM TERPADU DARUL FIKRI,Lainnya,"JL. PUTRA BANGSA RT 01 RW 01,ANGGASWANGI, SUKODONO, SIDOARJO;MA;69977851, Sidoarjo",Pegawai Swasta,Hidup,MA,Seleksi Jalur Tes Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.46,3.38,3.41,3.4,0.0,0.0,0,0,0,84.83666666666666
STr-Teknologi Game,A,SMKN 3 JOMBANG,Lainnya,"JL. PATTIMURA NO.06, Jombang",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Jombang,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.79,3.78,3.76,3.65,0.0,0.0,0,0,0,85.96666666666665
STr-Teknologi Game,A,SMAN 2 NGANJUK,Lainnya,"JL. ANJUK LADANG 9 NGANJUK, Nganjuk",Guru/Dosen,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Nganjuk,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.63,3.62,3.53,3.45,0.0,0.0,0,0,0,86.71833333333332
STr-Teknologi Game,A,SMAN 1 GIRI,Lainnya,"JL.H.O.S.COKROAMINOTO 38, Banyuwangi",Pegawai BUMN,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Banyuwangi,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.81,3.79,3.77,3.8,0.0,0.0,0,0,0,87.89
STr-Teknologi Game,A,SMAN 1 KRIAN,Lainnya,"JLN. GUB. SUNANDAR PS. NO. 5 KRIAN. SIDOARJO, Sidoarjo",Pegawai Swasta,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,4-6 juta,2022,3.66,3.63,3.62,3.6,0.0,0.0,0,0,0,87.45333333333333
STr-Teknologi Game,A,UPT SMAN 1 PASURUAN,Lainnya,"JLN. SOEKARNO HATTA 40, Pasuruan",Wiraswasta/Wirausaha,Hidup,SMA,Seleksi Jalur Tes Nasional (Negeri),Pasuruan,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,6-10 juta,2022,3.57,3.54,3.51,3.5,0.0,0.0,0,0,0,83.625
STr-Teknologi Game,A,SMK (SMEA)N2 BUDURAN,Lainnya,"JL. JENGGOLO 2A SIWALANPAJI BUDURAN SIDOARJO (BELAKANG STADION JENGGOLO), Sidoarjo",Pegawai Swasta,Hidup,SMK,Seleksi Jalur Tes Nasional (Negeri),Sidoarjo,Jawa Timur,Departemen Teknologi Multimedia dan Kreatif,2.5-4 juta,2022,3.55,3.6,3.62,3.7,0.0,0.0,0,0,0,82.67
